GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;;;;;;;;;
Libro Auxiliar entre el 01/01/2026 y el 31/03/2026;;;;;;;;;
Elaborado Bajo Normas Locales;;;;;;;;;
Inventario;Cuenta;Tercero;Fecha;Nota;Cheque;Doc Num;Débitos;Créditos;Saldo
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PORTATIL LENOVO THINKPAD T14;;(GCG) dp 97;0,00;85.690,00;-2.142.250,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PORTATIL LENOVO THINKPAD T14;;(GCG) dp 98;0,00;85.690,00;-2.227.940,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;2.227.940,00;-2.227.940,00
Total PORTATIL LENOVO THINKPAD T14 ACTIF-099;;;;;;;5.412.000,00;2.227.940,00;3.184.060,00
PORTATIL THINKPAD E14 INTEL CORE I5 ACTIF-165;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;INTELIGENCIA TECNOLOGICA NBA SAS;16/02/2026;FC419 PORTATIL BOG;;(GCG) FC 752;1.300.000,00;0,00;1.300.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;1.300.000,00;0,00;1.300.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PORTATIL THINKPAD E14 INTEL CORE I5;;(GCG) dp 97;0,00;19.500,00;-19.500,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PORTATIL THINKPAD E14 INTEL CORE I5;;(GCG) dp 98;0,00;19.500,00;-39.000,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;39.000,00;-39.000,00
Total PORTATIL THINKPAD E14 INTEL CORE I5 ACTIF-165;;;;;;;1.300.000,00;39.000,00;1.261.000,00
PUESTO DE TRABAJO L 1.50 X 1.50 ACTIF-141;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;571.200,00;0,00;571.200,00
;Total 152405 MUEBLES Y ENSERES;;;;;;571.200,00;0,00;571.200,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;25.704,00;-25.704,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  PUESTO DE TRABAJO L 1.50 X 1.50;;(GCG) dp 96;0,00;4.284,00;-29.988,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PUESTO DE TRABAJO L 1.50 X 1.50;;(GCG) dp 97;0,00;4.284,00;-34.272,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PUESTO DE TRABAJO L 1.50 X 1.50;;(GCG) dp 98;0,00;4.284,00;-38.556,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;38.556,00;-38.556,00
Total PUESTO DE TRABAJO L 1.50 X 1.50 ACTIF-141;;;;;;;571.200,00;38.556,00;532.644,00
REFRIGERADOR VERTICAL 697 LT ACTIF-088 REFRIGERADOR;152005 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;16.200.002,00;0,00;16.200.002,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;16.200.002,00;0,00;16.200.002,00
;159210 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;0,00;3.124.577,00;-3.124.577,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  REFRIGERADOR VERTICAL 697 LT;;(GCG) dp 96;0,00;130.583,00;-3.255.160,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  REFRIGERADOR VERTICAL 697 LT;;(GCG) dp 97;0,00;130.583,00;-3.385.743,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  REFRIGERADOR VERTICAL 697 LT;;(GCG) dp 98;0,00;130.583,00;-3.516.326,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;3.516.326,00;-3.516.326,00
Total REFRIGERADOR VERTICAL 697 LT ACTIF-088 REFRIGERADOR;;;;;;;16.200.002,00;3.516.326,00;12.683.676,00
REGISTRO DE ENTRADA Y SALIDA POR HUELLA DIGITAL ACTIF-120;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;329.900,00;0,00;329.900,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;329.900,00;0,00;329.900,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;89.082,00;-89.082,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  REGISTRO DE ENTRADA Y SALIDA POR HUELLA DIGITAL;;(GCG) dp 96;0,00;4.949,00;-94.031,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  REGISTRO DE ENTRADA Y SALIDA POR HUELLA DIGITAL;;(GCG) dp 97;0,00;4.949,00;-98.980,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  REGISTRO DE ENTRADA Y SALIDA POR HUELLA DIGITAL;;(GCG) dp 98;0,00;4.949,00;-103.929,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;103.929,00;-103.929,00
Total REGISTRO DE ENTRADA Y SALIDA POR HUELLA DIGITAL ACTIF-120;;;;;;;329.900,00;103.929,00;225.971,00
SALA JUNTAS *6 SILLAS ACTIF-102;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;2.500.000,00;0,00;2.500.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;2.500.000,00;0,00;2.500.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;431.250,00;-431.250,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SALA JUNTAS *6 SILLAS;;(GCG) dp 96;0,00;18.750,00;-450.000,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SALA JUNTAS *6 SILLAS;;(GCG) dp 97;0,00;18.750,00;-468.750,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SALA JUNTAS *6 SILLAS;;(GCG) dp 98;0,00;18.750,00;-487.500,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;487.500,00;-487.500,00
Total SALA JUNTAS *6 SILLAS ACTIF-102;;;;;;;2.500.000,00;487.500,00;2.012.500,00
SILLA  EJECUTIVA ACTIF-008;152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;300.000,00;0,00;300.000,00
;Total 152410 EQUIPOS;;;;;;300.000,00;0,00;300.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;270.000,00;-270.000,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;270.000,00;-270.000,00
Total SILLA  EJECUTIVA ACTIF-008;;;;;;;300.000,00;270.000,00;30.000,00
SILLA  FIORY  1  SILLAS  ESCRITORIOS  (5 UND) ACTIF-041 SILLA  FIORY;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;2.189.900,00;0,00;2.189.900,00
;Total 152405 MUEBLES Y ENSERES;;;;;;2.189.900,00;0,00;2.189.900,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;870.472,00;-870.472,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA  FIORY  1  SILLAS  ESCRITORIOS  (5 UND);;(GCG) dp 96;0,00;16.424,00;-886.896,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA  FIORY  1  SILLAS  ESCRITORIOS  (5 UND);;(GCG) dp 97;0,00;16.424,00;-903.320,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA  FIORY  1  SILLAS  ESCRITORIOS  (5 UND);;(GCG) dp 98;0,00;16.424,00;-919.744,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;919.744,00;-919.744,00
Total SILLA  FIORY  1  SILLAS  ESCRITORIOS  (5 UND) ACTIF-041 SILLA  FIORY;;;;;;;2.189.900,00;919.744,00;1.270.156,00
SILLA BARU WENGUE ACTIF-065 SILLA BARU;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;279.000,00;0,00;279.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;279.000,00;0,00;279.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;93.767,00;-93.767,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA BARU WENGUE;;(GCG) dp 96;0,00;2.287,00;-96.054,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA BARU WENGUE;;(GCG) dp 97;0,00;2.287,00;-98.341,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA BARU WENGUE;;(GCG) dp 98;0,00;2.287,00;-100.628,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;100.628,00;-100.628,00
Total SILLA BARU WENGUE ACTIF-065 SILLA BARU;;;;;;;279.000,00;100.628,00;178.372,00
SILLA CHERRY OPERATIVA SALAS DE JUNTAS (5 UND) ACTIF-040 SILLAS OPERATIVAS;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;2.196.978,00;0,00;2.196.978,00
;Total 152405 MUEBLES Y ENSERES;;;;;;2.196.978,00;0,00;2.196.978,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;873.281,00;-873.281,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA CHERRY OPERATIVA SALAS DE JUNTAS (5 UND);;(GCG) dp 96;0,00;16.477,00;-889.758,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA CHERRY OPERATIVA SALAS DE JUNTAS (5 UND);;(GCG) dp 97;0,00;16.477,00;-906.235,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA CHERRY OPERATIVA SALAS DE JUNTAS (5 UND);;(GCG) dp 98;0,00;16.477,00;-922.712,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;922.712,00;-922.712,00
Total SILLA CHERRY OPERATIVA SALAS DE JUNTAS (5 UND) ACTIF-040 SILLAS OPERATIVAS;;;;;;;2.196.978,00;922.712,00;1.274.266,00
SILLA ESPERA ACTIF-009;152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;200.000,00;0,00;200.000,00
;Total 152410 EQUIPOS;;;;;;200.000,00;0,00;200.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;190.000,00;-190.000,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;190.000,00;-190.000,00
Total SILLA ESPERA ACTIF-009;;;;;;;200.000,00;190.000,00;10.000,00
SILLA FIORY  OPERATIVA PLANA AZUL ACTIF-074 SILLA FIORY;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;3.640.210,00;0,00;3.640.210,00
;Total 152405 MUEBLES Y ENSERES;;;;;;3.640.210,00;0,00;3.640.210,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;751.454,00;-751.454,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY  OPERATIVA PLANA AZUL;;(GCG) dp 96;0,00;29.953,00;-781.407,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY  OPERATIVA PLANA AZUL;;(GCG) dp 97;0,00;29.953,00;-811.360,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY  OPERATIVA PLANA AZUL;;(GCG) dp 98;0,00;29.953,00;-841.313,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;841.313,00;-841.313,00
Total SILLA FIORY  OPERATIVA PLANA AZUL ACTIF-074 SILLA FIORY;;;;;;;3.640.210,00;841.313,00;2.798.897,00
SILLA FIORY 1 SILLA ESCRITORIO (2 UND) MUE;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.092.420,00;0,00;1.092.420,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.092.420,00;0,00;1.092.420,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;380.512,00;-380.512,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY 1 SILLA ESCRITORIO (2 UND);;(GCG) dp 96;0,00;8.648,00;-389.160,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY 1 SILLA ESCRITORIO (2 UND);;(GCG) dp 97;0,00;8.648,00;-397.808,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY 1 SILLA ESCRITORIO (2 UND);;(GCG) dp 98;0,00;8.648,00;-406.456,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;406.456,00;-406.456,00
Total SILLA FIORY 1 SILLA ESCRITORIO (2 UND) MUE;;;;;;;1.092.420,00;406.456,00;685.964,00
SILLA FIORY OPERATIVA 01 ACTIF-157;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;618.800,00;0,00;618.800,00
;Total 152405 MUEBLES Y ENSERES;;;;;;618.800,00;0,00;618.800,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;13.923,00;-13.923,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY OPERATIVA 01;;(GCG) dp 96;0,00;4.641,00;-18.564,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY OPERATIVA 01;;(GCG) dp 97;0,00;4.641,00;-23.205,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY OPERATIVA 01;;(GCG) dp 98;0,00;4.641,00;-27.846,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;27.846,00;-27.846,00
Total SILLA FIORY OPERATIVA 01 ACTIF-157;;;;;;;618.800,00;27.846,00;590.954,00
SILLA FIORY OPERATIVA 02 ACTIF-152;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;618.800,00;0,00;618.800,00
;Total 152405 MUEBLES Y ENSERES;;;;;;618.800,00;0,00;618.800,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;13.923,00;-13.923,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY OPERATIVA 02;;(GCG) dp 96;0,00;4.641,00;-18.564,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY OPERATIVA 02;;(GCG) dp 97;0,00;4.641,00;-23.205,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY OPERATIVA 02;;(GCG) dp 98;0,00;4.641,00;-27.846,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;27.846,00;-27.846,00
Total SILLA FIORY OPERATIVA 02 ACTIF-152;;;;;;;618.800,00;27.846,00;590.954,00
SILLA FIORY OPERATIVA 03 ACTIF-153;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;618.800,00;0,00;618.800,00
;Total 152405 MUEBLES Y ENSERES;;;;;;618.800,00;0,00;618.800,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;13.923,00;-13.923,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY OPERATIVA 03;;(GCG) dp 96;0,00;4.641,00;-18.564,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY OPERATIVA 03;;(GCG) dp 97;0,00;4.641,00;-23.205,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY OPERATIVA 03;;(GCG) dp 98;0,00;4.641,00;-27.846,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;27.846,00;-27.846,00
Total SILLA FIORY OPERATIVA 03 ACTIF-153;;;;;;;618.800,00;27.846,00;590.954,00
SILLA FIORY OPERATIVA 04 ACTIF-154;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;618.800,00;0,00;618.800,00
;Total 152405 MUEBLES Y ENSERES;;;;;;618.800,00;0,00;618.800,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;13.923,00;-13.923,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY OPERATIVA 04;;(GCG) dp 96;0,00;4.641,00;-18.564,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY OPERATIVA 04;;(GCG) dp 97;0,00;4.641,00;-23.205,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY OPERATIVA 04;;(GCG) dp 98;0,00;4.641,00;-27.846,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;27.846,00;-27.846,00
Total SILLA FIORY OPERATIVA 04 ACTIF-154;;;;;;;618.800,00;27.846,00;590.954,00
SILLA FIORY OPERATIVA 05 ACTIF-155;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;618.800,00;0,00;618.800,00
;Total 152405 MUEBLES Y ENSERES;;;;;;618.800,00;0,00;618.800,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;13.923,00;-13.923,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY OPERATIVA 05;;(GCG) dp 96;0,00;4.641,00;-18.564,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY OPERATIVA 05;;(GCG) dp 97;0,00;4.641,00;-23.205,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY OPERATIVA 05;;(GCG) dp 98;0,00;4.641,00;-27.846,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;27.846,00;-27.846,00
Total SILLA FIORY OPERATIVA 05 ACTIF-155;;;;;;;618.800,00;27.846,00;590.954,00
SILLA FIORY OPERATIVA 06 ACTIF-156;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;618.800,00;0,00;618.800,00
;Total 152405 MUEBLES Y ENSERES;;;;;;618.800,00;0,00;618.800,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;13.923,00;-13.923,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLA FIORY OPERATIVA 06;;(GCG) dp 96;0,00;4.641,00;-18.564,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLA FIORY OPERATIVA 06;;(GCG) dp 97;0,00;4.641,00;-23.205,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLA FIORY OPERATIVA 06;;(GCG) dp 98;0,00;4.641,00;-27.846,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;27.846,00;-27.846,00
Total SILLA FIORY OPERATIVA 06 ACTIF-156;;;;;;;618.800,00;27.846,00;590.954,00
SILLA OFICINA MESH ACTIF-007;152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;170.000,00;0,00;170.000,00
;Total 152410 EQUIPOS;;;;;;170.000,00;0,00;170.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;153.000,00;-153.000,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;153.000,00;-153.000,00
Total SILLA OFICINA MESH ACTIF-007;;;;;;;170.000,00;153.000,00;17.000,00
SILLA PROFESIONAL ACTIF-024;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;219.800,00;0,00;219.800,00
;Total 152405 MUEBLES Y ENSERES;;;;;;219.800,00;0,00;219.800,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;197.820,00;-197.820,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;197.820,00;-197.820,00
Total SILLA PROFESIONAL ACTIF-024;;;;;;;219.800,00;197.820,00;21.980,00
SILLAS AUXILIARES ACTIF-104;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;300.000,00;0,00;300.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;300.000,00;0,00;300.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;55.591,00;-55.591,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLAS AUXILIARES;;(GCG) dp 96;0,00;2.417,00;-58.008,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLAS AUXILIARES;;(GCG) dp 97;0,00;2.417,00;-60.425,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLAS AUXILIARES;;(GCG) dp 98;0,00;2.417,00;-62.842,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;62.842,00;-62.842,00
Total SILLAS AUXILIARES ACTIF-104;;;;;;;300.000,00;62.842,00;237.158,00
SILLAS CON RUEDAS ACTIF-106;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;600.000,00;0,00;600.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;600.000,00;0,00;600.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;109.250,00;-109.250,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLAS CON RUEDAS;;(GCG) dp 96;0,00;4.750,00;-114.000,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLAS CON RUEDAS;;(GCG) dp 97;0,00;4.750,00;-118.750,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLAS CON RUEDAS;;(GCG) dp 98;0,00;4.750,00;-123.500,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;123.500,00;-123.500,00
Total SILLAS CON RUEDAS ACTIF-106;;;;;;;600.000,00;123.500,00;476.500,00
SILLAS INTERLOCUTORAS ACTIF-107;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.000.000,00;0,00;1.000.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.000.000,00;0,00;1.000.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;186.875,00;-186.875,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  SILLAS INTERLOCUTORAS;;(GCG) dp 96;0,00;8.125,00;-195.000,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  SILLAS INTERLOCUTORAS;;(GCG) dp 97;0,00;8.125,00;-203.125,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  SILLAS INTERLOCUTORAS;;(GCG) dp 98;0,00;8.125,00;-211.250,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;211.250,00;-211.250,00
Total SILLAS INTERLOCUTORAS ACTIF-107;;;;;;;1.000.000,00;211.250,00;788.750,00
TELEVISOR CHALLENGER 43¨LED FHD 43 ACTIF-025;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;850.390,00;0,00;850.390,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;850.390,00;0,00;850.390,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;765.351,00;-765.351,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;765.351,00;-765.351,00
Total TELEVISOR CHALLENGER 43¨LED FHD 43 ACTIF-025;;;;;;;850.390,00;765.351,00;85.039,00
"TV PHILIPS 58"" 58PUT6654 4KUHD ACTIF-046 TV PHILIPS 58"" 58PUT6654 4KUHD";152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;2.114.053,00;0,00;2.114.053,00
;Total 152405 MUEBLES Y ENSERES;;;;;;2.114.053,00;0,00;2.114.053,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;792.750,00;-792.750,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;"DEPRECIACION ENERO 2026  TV PHILIPS 58"" 58PUT6654 4KUHD";;(GCG) dp 96;0,00;15.855,00;-808.605,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;"DEPRECIACION FEBRERO 2026  TV PHILIPS 58"" 58PUT6654 4KUHD";;(GCG) dp 97;0,00;15.855,00;-824.460,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;"DEPRECIACION MARZO 2026  TV PHILIPS 58"" 58PUT6654 4KUHD";;(GCG) dp 98;0,00;15.855,00;-840.315,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;840.315,00;-840.315,00
